accession,representation,n_components,detrend_bp,auc,mean_in,mean_out,contrast
NC_002695.1,DNABERT-S,24,1000000,0.6903737217685574,5.217276573181152,4.788731098175049,1.0894904028270493
NC_002695.1,DNABERT-S,48,0,0.6679586919738101,7.423375606536865,6.795857906341553,1.0923382608706025
NC_002695.1,DNABERT-S,48,100000,0.6156707496505555,7.350359916687012,6.863335132598877,1.070960367617036
NC_002695.1,DNABERT-S,48,250000,0.6313589715294637,7.3572893142700195,6.832878589630127,1.0767481402985501
NC_002695.1,DNABERT-S,48,1000000,0.6342005076142132,7.4009013175964355,6.883330821990967,1.07519186698857
NC_002695.1,DNABERT-2,8,0,0.7693114102847054,3.9810128211975098,3.1180169582366943,1.2767771550058722
NC_002695.1,DNABERT-2,8,100000,0.7318104906937394,3.7326202392578125,3.0111374855041504,1.2396047198864004
NC_002695.1,DNABERT-2,8,250000,0.7431398513940999,3.806966543197632,3.040571689605713,1.252056169638053
NC_002695.1,DNABERT-2,8,1000000,0.763499595379975,3.862650156021118,3.055759906768799,1.264055512825134
NC_002695.1,DNABERT-2,16,0,0.765826160523799,5.1998443603515625,4.2074198722839355,1.235874839733764
NC_002695.1,DNABERT-2,16,100000,0.7262607592143014,4.934413433074951,4.140682697296143,1.1916907896123297
NC_002695.1,DNABERT-2,16,250000,0.744077834179357,5.021888256072998,4.148791790008545,1.2104459587890417
NC_002695.1,DNABERT-2,16,1000000,0.7450342087839329,5.075002670288086,4.207211494445801,1.2062627887825248
NC_002695.1,DNABERT-2,24,0,0.7597752519679246,6.108371257781982,5.054777145385742,1.2084353240692352
NC_002695.1,DNABERT-2,24,100000,0.720301809755021,5.8628764152526855,5.0221171379089355,1.1674113236024235
NC_002695.1,DNABERT-2,24,250000,0.7396408077687044,5.952790260314941,5.021693706512451,1.1854148437199554
NC_002695.1,DNABERT-2,24,1000000,0.742615684543515,5.994635581970215,5.075046539306641,1.1811981497196693
NC_002695.1,DNABERT-2,48,0,0.7982049584344884,8.215274810791016,7.020124912261963,1.1702462439723116
NC_002695.1,DNABERT-2,48,100000,0.7708333333333334,8.02039909362793,7.002821922302246,1.1453095884224835
NC_002695.1,DNABERT-2,48,250000,0.7790452806591628,8.073447227478027,6.9949631690979,1.154180091061039
NC_002695.1,DNABERT-2,48,1000000,0.7811143603325241,8.118021011352539,7.055799961090088,1.150545800068054
NC_002695.1,NT-v2-50M,8,0,0.4592391304347826,2.7617993354797363,2.8553905487060547,0.9672229729594328
NC_002695.1,NT-v2-50M,8,100000,0.412813580519385,2.7028486728668213,2.877678871154785,0.9392461055886315
NC_002695.1,NT-v2-50M,8,250000,0.42754542779371735,2.699223041534424,2.8567416667938232,0.9448607386903886
NC_002695.1,NT-v2-50M,8,1000000,0.42145773559920546,2.706132173538208,2.871959686279297,0.9422598048526499
NC_002695.1,NT-v2-50M,16,0,0.6519853968954609,4.472775936126709,4.065324306488037,1.1002261071738855
NC_002695.1,NT-v2-50M,16,100000,0.5612585521959832,4.258971691131592,4.088966369628906,1.0415766005720695
NC_002695.1,NT-v2-50M,16,250000,0.602566578385934,4.3509297370910645,4.078891277313232,1.066694216953246
NC_002695.1,NT-v2-50M,16,1000000,0.6049483189877143,4.38184928894043,4.091874599456787,1.0708659765678397
NC_002695.1,NT-v2-50M,24,0,0.6254689913926286,5.341588020324707,4.979056358337402,1.0728113192332613
NC_002695.1,NT-v2-50M,24,100000,0.552476458471272,5.172571659088135,5.00209379196167,1.0340813015942287
NC_002695.1,NT-v2-50M,24,250000,0.5806251379386449,5.231035232543945,4.988156795501709,1.048691018947372
NC_002695.1,NT-v2-50M,24,1000000,0.5841701611123372,5.267238140106201,5.012722015380859,1.0507740353333765
NC_002695.1,NT-v2-50M,48,0,0.6112199293754138,7.3498334884643555,7.014326572418213,1.0478316646056123
NC_002695.1,NT-v2-50M,48,100000,0.5649139262855881,7.240931987762451,7.04143762588501,1.0283314817906049
NC_002695.1,NT-v2-50M,48,250000,0.5761467299345251,7.260556221008301,7.02675724029541,1.0332726708377165
NC_002695.1,NT-v2-50M,48,1000000,0.5638012212168028,7.278280258178711,7.059821128845215,1.030944003445202
NC_002695.1,compositional,11,0,0.8811290737879791,6.127020210558675,2.625158010073759,2.3339624460877784
NC_002758.2,DNABERT-S,8,0,0.9588809368900455,3.6475517749786377,2.613297462463379,1.3957660110917252
NC_002758.2,DNABERT-S,8,100000,0.8985035783994795,3.257091999053955,2.608780860900879,1.2485111524197543
NC_002758.2,DNABERT-S,8,250000,0.9431359791802212,3.550874710083008,2.6189892292022705,1.355818752704296
NC_002758.2,DNABERT-S,8,1000000,0.937800910865322,3.592794179916382,2.6060924530029297,1.378613477728506
NC_002758.2,DNABERT-S,16,0,0.9523747560182173,4.647995471954346,3.796140193939209,1.2244003736677536
NC_002758.2,DNABERT-S,16,100000,0.8743005855562784,4.3557586669921875,3.784820556640625,1.150849452915232
NC_002758.2,DNABERT-S,16,250000,0.9418347430058556,4.697124004364014,3.8011515140533447,1.2357108068431746
NC_002758.2,DNABERT-S,16,1000000,0.9411841249186728,4.678249835968018,3.748589515686035,1.2480026997866274
NC_002758.2,DNABERT-S,24,0,0.9584905660377359,5.875696182250977,4.708139419555664,1.2479868709592083
NC_002758.2,DNABERT-S,24,100000,0.9241379310344827,5.677797317504883,4.720829963684082,1.2027116759515724
NC_002758.2,DNABERT-S,24,250000,0.9409238776837996,5.93796968460083,4.738942623138428,1.2530157372254342
NC_002758.2,DNABERT-S,24,1000000,0.9216655823031881,5.776099681854248,4.659109592437744,1.2397432529231558
NC_002758.2,DNABERT-S,48,0,0.9433962264150944,8.39938735961914,6.700587749481201,1.2535299400070494
NC_002758.2,DNABERT-S,48,100000,0.9133376707872479,8.155198097229004,6.7473835945129395,1.208645985958308
NC_002758.2,DNABERT-S,48,250000,0.9169811320754717,8.382597923278809,6.745187282562256,1.2427524354956916
NC_002758.2,DNABERT-S,48,1000000,0.9020169160702668,8.133689880371094,6.624773979187012,1.2277686613799397
NC_002758.2,DNABERT-2,8,0,0.71060507482108,2.965344190597534,2.674940347671509,1.1085646052551479
NC_002758.2,DNABERT-2,8,100000,0.8390370852309694,3.6426613330841064,2.7775471210479736,1.3114669794367786
NC_002758.2,DNABERT-2,8,250000,0.9191932335718933,4.26822566986084,2.8255701065063477,1.5105714984853982
NC_002758.2,DNABERT-2,8,1000000,0.9107351984385166,3.9045159816741943,2.743664264678955,1.4231026849529909
NC_002758.2,DNABERT-2,16,0,0.652309694209499,4.073716163635254,3.923903226852417,1.0381795697094727
NC_002758.2,DNABERT-2,16,100000,0.7238776837996096,4.475214004516602,4.083467483520508,1.0959347717539198
NC_002758.2,DNABERT-2,16,250000,0.7997397527651269,4.951661586761475,4.10150671005249,1.207278675084285
NC_002758.2,DNABERT-2,16,1000000,0.7877683799609629,4.697399139404297,3.9776482582092285,1.1809488507963513
NC_002758.2,DNABERT-2,24,0,0.7044892648015615,5.18017053604126,4.840441703796387,1.0701855022814182
NC_002758.2,DNABERT-2,24,100000,0.7359791802212101,5.372682571411133,4.954254627227783,1.0844583041581548
NC_002758.2,DNABERT-2,24,250000,0.837085230969421,5.890812397003174,4.947186470031738,1.1907399150380886
NC_002758.2,DNABERT-2,24,1000000,0.8234222511385817,5.664637088775635,4.824414253234863,1.1741605905789259
NC_002758.2,DNABERT-2,48,0,0.7816525699414444,7.5441813468933105,6.8095808029174805,1.1078774986649838
NC_002758.2,DNABERT-2,48,100000,0.7777488614183474,7.55068302154541,6.893572807312012,1.0953221547956093
NC_002758.2,DNABERT-2,48,250000,0.825113858165257,7.881885528564453,6.890905857086182,1.1438097823465705
NC_002758.2,DNABERT-2,48,1000000,0.8081977878985036,7.690916538238525,6.773443222045898,1.1354515400980223
NC_002758.2,NT-v2-50M,8,0,0.346779440468445,2.679551839828491,3.166160821914673,0.8463094550604936
NC_002758.2,NT-v2-50M,8,100000,0.4376057254391672,2.8581900596618652,3.192392110824585,0.8953129692215671
NC_002758.2,NT-v2-50M,8,250000,0.5298633702016916,3.1545021533966064,3.1669838428497314,0.9960588086101843
NC_002758.2,NT-v2-50M,8,1000000,0.4973324658425504,2.996886730194092,3.1014716625213623,0.9662789334524348
NC_002758.2,NT-v2-50M,16,0,0.6094990240728693,4.4720072746276855,4.295527935028076,1.0410844353171353
NC_002758.2,NT-v2-50M,16,100000,0.5588809368900456,4.418130874633789,4.354664325714111,1.0145743837349093
NC_002758.2,NT-v2-50M,16,250000,0.691476903057905,4.730503082275391,4.334920406341553,1.0912548879456103
NC_002758.2,NT-v2-50M,16,1000000,0.6754716981132075,4.61912727355957,4.220763683319092,1.0943818749708385
NC_002758.2,NT-v2-50M,24,0,0.5933636955107352,5.338901519775391,5.178935527801514,1.0308878129714396
NC_002758.2,NT-v2-50M,24,100000,0.5220559531554977,5.26499080657959,5.263758659362793,1.0002340812519217
NC_002758.2,NT-v2-50M,24,250000,0.6489264801561483,5.5102763175964355,5.226898193359375,1.0542153517734638
NC_002758.2,NT-v2-50M,24,1000000,0.6715679895901107,5.385179042816162,5.07654333114624,1.0607964300779906
NC_002758.2,NT-v2-50M,48,0,0.6165256994144437,7.469751358032227,7.171873092651367,1.0415342354127932
NC_002758.2,NT-v2-50M,48,100000,0.511515940143136,7.282419204711914,7.266018390655518,1.0022571941295233
NC_002758.2,NT-v2-50M,48,250000,0.6240728692257644,7.516299724578857,7.236492156982422,1.0386661881926387
NC_002758.2,NT-v2-50M,48,1000000,0.63409238776838,7.349991321563721,7.04990816116333,1.0425655417830113
NC_002758.2,compositional,11,0,0.7499024072869226,3.8894056976462235,3.199249209460693,1.2157245162848294
NC_002944.2,DNABERT-S,8,0,0.6557539682539683,2.8815269470214844,2.7897255420684814,1.0329069664985522
NC_002944.2,DNABERT-S,8,100000,0.23313492063492064,2.5130608081817627,2.774055242538452,0.9059159203629047
NC_002944.2,DNABERT-S,8,250000,0.3621031746031746,2.693392515182495,2.8109517097473145,0.9581781522047609
NC_002944.2,DNABERT-S,8,1000000,0.6736111111111112,2.8913276195526123,2.678632974624634,1.0794041762880129
NC_002944.2,DNABERT-S,16,0,0.8134920634920635,4.546336650848389,3.9674253463745117,1.1459161178679504
NC_002944.2,DNABERT-S,16,100000,0.7430555555555556,4.25674295425415,3.9468729496002197,1.0785102557419077
NC_002944.2,DNABERT-S,16,250000,0.7371031746031746,4.357290744781494,4.009325981140137,1.086788843131784
NC_002944.2,DNABERT-S,16,1000000,0.7390873015873016,4.465183734893799,4.110410213470459,1.086310977006794
NC_002944.2,DNABERT-S,24,0,0.8680555555555556,5.836677551269531,4.896964073181152,1.1918971558796683
NC_002944.2,DNABERT-S,24,100000,0.8333333333333334,5.6162285804748535,4.917995452880859,1.1419751470459338
NC_002944.2,DNABERT-S,24,250000,0.7956349206349206,5.6734442710876465,4.93868350982666,1.1487766445853451
NC_002944.2,DNABERT-S,24,1000000,0.8075396825396826,5.72242546081543,5.080739498138428,1.1262977491587818
NC_002944.2,DNABERT-S,48,0,0.9424603174603174,8.482183456420898,6.842923641204834,1.239555473824846
NC_002944.2,DNABERT-S,48,100000,0.8918650793650794,8.257872581481934,6.926900386810303,1.1921454215230192
NC_002944.2,DNABERT-S,48,250000,0.9067460317460317,8.312897682189941,6.867427825927734,1.2104819872740251
NC_002944.2,DNABERT-S,48,1000000,0.9444444444444444,8.287501335144043,6.875777244567871,1.205318473877479
NC_002944.2,DNABERT-2,8,0,0.6884920634920635,3.4895293712615967,3.1386637687683105,1.1117882093598623
NC_002944.2,DNABERT-2,8,100000,0.37103174603174605,2.8531548976898193,3.045548915863037,0.936827802314678
NC_002944.2,DNABERT-2,8,250000,0.4523809523809524,3.2486000061035156,3.170375347137451,1.024673627063336
NC_002944.2,DNABERT-2,8,1000000,0.8492063492063492,3.487506151199341,2.59724497795105,1.3427713522621236
NC_002944.2,DNABERT-2,16,0,0.5694444444444444,4.825291156768799,4.550658226013184,1.0603501553216446
NC_002944.2,DNABERT-2,16,100000,0.4732142857142857,4.3939948081970215,4.488119125366211,0.9790281152215385
NC_002944.2,DNABERT-2,16,250000,0.5099206349206349,4.678491115570068,4.5774245262146,1.0220793568035185
NC_002944.2,DNABERT-2,16,1000000,0.6775793650793651,4.799767017364502,4.215887546539307,1.138495029665695
NC_002944.2,DNABERT-2,24,0,0.7271825396825397,5.837226867675781,5.196127891540527,1.1233801379636912
NC_002944.2,DNABERT-2,24,100000,0.5753968253968254,5.403692722320557,5.155315399169922,1.048178880227314
NC_002944.2,DNABERT-2,24,250000,0.6617063492063492,5.647811412811279,5.235871315002441,1.0786765130434925
NC_002944.2,DNABERT-2,24,1000000,0.7281746031746031,5.794639587402344,5.031399726867676,1.1516953336978906
NC_002944.2,DNABERT-2,48,0,0.7648809523809523,7.813743591308594,7.030381202697754,1.1114253076789409
NC_002944.2,DNABERT-2,48,100000,0.6964285714285714,7.532217502593994,7.053295135498047,1.0679005142838291
NC_002944.2,DNABERT-2,48,250000,0.7113095238095238,7.647424697875977,7.0545783042907715,1.0840371129234785
NC_002944.2,DNABERT-2,48,1000000,0.6607142857142857,7.7229790687561035,7.266841888427734,1.0627696580346349
NC_002944.2,NT-v2-50M,8,0,0.0496031746031746,2.4324285984039307,3.167483329772949,0.76793730073973
NC_002944.2,NT-v2-50M,8,100000,0.011904761904761904,2.097102403640747,3.1576011180877686,0.6641441794620165
NC_002944.2,NT-v2-50M,8,250000,0.016865079365079364,2.209904432296753,3.1545348167419434,0.7005484360382427
NC_002944.2,NT-v2-50M,8,1000000,0.050595238095238096,2.4606597423553467,3.0954430103302,0.7949297512968461
NC_002944.2,NT-v2-50M,16,0,0.23214285714285715,3.793532609939575,4.250761985778809,0.8924359026995812
NC_002944.2,NT-v2-50M,16,100000,0.10119047619047619,3.5599944591522217,4.232266902923584,0.8411554707698214
NC_002944.2,NT-v2-50M,16,250000,0.1636904761904762,3.6579430103302,4.214871406555176,0.8678658629160517
NC_002944.2,NT-v2-50M,16,1000000,0.25595238095238093,3.8059370517730713,4.277655601501465,0.8897249817019351
NC_002944.2,NT-v2-50M,24,0,0.5515873015873016,5.121462821960449,5.0542402267456055,1.0133002374638074
NC_002944.2,NT-v2-50M,24,100000,0.44642857142857145,4.888210773468018,5.043386936187744,0.9692317554288185
NC_002944.2,NT-v2-50M,24,250000,0.4990079365079365,4.976149082183838,5.031896114349365,0.9889212672720816
NC_002944.2,NT-v2-50M,24,1000000,0.39285714285714285,5.04443883895874,5.281635284423828,0.9550903398868512
NC_002944.2,NT-v2-50M,48,0,0.6180555555555556,7.098955154418945,6.9920806884765625,1.015285073314231
NC_002944.2,NT-v2-50M,48,100000,0.5446428571428571,6.9363555908203125,6.99307918548584,0.9918886097009658
NC_002944.2,NT-v2-50M,48,250000,0.5823412698412699,6.951284885406494,6.912633895874023,1.0055913549183533
NC_002944.2,NT-v2-50M,48,1000000,0.32142857142857145,6.969354629516602,7.382806777954102,0.9439979724686667
NC_002944.2,compositional,11,0,1.0,7.191897936959845,2.8080274765265023,2.5611921525269903
NC_003047.1,DNABERT-S,8,0,0.8460948613086771,3.0903801918029785,2.621560573577881,1.178832266151019
NC_003047.1,DNABERT-S,8,100000,0.596772759601707,2.7463388442993164,2.6560659408569336,1.0339874481479394
NC_003047.1,DNABERT-S,8,250000,0.777660472972973,2.9640297889709473,2.641941547393799,1.1219134624287503
NC_003047.1,DNABERT-S,8,1000000,0.8321590504978663,3.2582104206085205,2.673499822616577,1.2187060545303054
NC_003047.1,DNABERT-S,16,0,0.9295208036984353,4.744991302490234,3.8047409057617188,1.247125998857017
NC_003047.1,DNABERT-S,16,100000,0.8756556721194879,4.505680561065674,3.8521008491516113,1.1696683803223915
NC_003047.1,DNABERT-S,16,250000,0.901471372688478,4.628114700317383,3.847184896469116,1.2029873335604409
NC_003047.1,DNABERT-S,16,1000000,0.887668918918919,4.854387283325195,3.8868114948272705,1.2489381823084589
NC_003047.1,DNABERT-S,24,0,0.9355218705547653,6.03164529800415,4.74022102355957,1.2724396748645301
NC_003047.1,DNABERT-S,24,100000,0.9180520981507824,5.809785842895508,4.7776408195495605,1.2160365465571477
NC_003047.1,DNABERT-S,24,250000,0.9227084815078236,5.9162797927856445,4.768601417541504,1.2406739995132234
NC_003047.1,DNABERT-S,24,1000000,0.9035606330014224,6.039905071258545,4.807331562042236,1.256394528504851
NC_003047.1,DNABERT-S,48,0,0.9291096194879089,8.937658309936523,6.779284954071045,1.3183777301718742
NC_003047.1,DNABERT-S,48,100000,0.9182187944523471,8.756370544433594,6.839936256408691,1.2801830625584114
NC_003047.1,DNABERT-S,48,250000,0.9150626778093883,8.820108413696289,6.836841106414795,1.2900853298200328
NC_003047.1,DNABERT-S,48,1000000,0.8957370199146515,8.9297513961792,6.889266490936279,1.2961831869804197
NC_003047.1,DNABERT-2,8,0,0.766169541251778,3.7734317779541016,2.906125783920288,1.2984406245705717
NC_003047.1,DNABERT-2,8,100000,0.6090527204836416,3.1786653995513916,2.835188150405884,1.1211479559465343
NC_003047.1,DNABERT-2,8,250000,0.739764847083926,3.6014442443847656,2.830535650253296,1.2723543135951965
NC_003047.1,DNABERT-2,8,1000000,0.801731418918919,3.8863072395324707,2.8165645599365234,1.3798040686914188
NC_003047.1,DNABERT-2,16,0,0.6842327524893315,4.761817932128906,4.0606465339660645,1.172674817248376
NC_003047.1,DNABERT-2,16,100000,0.5249933321479374,4.210082530975342,4.014134883880615,1.0488144152508638
NC_003047.1,DNABERT-2,16,250000,0.6377133712660028,4.594336986541748,4.037374496459961,1.137951654118324
NC_003047.1,DNABERT-2,16,1000000,0.7405205369843528,4.898449420928955,4.058845043182373,1.2068579531403552
NC_003047.1,DNABERT-2,24,0,0.7216282894736842,5.716775417327881,4.945702075958252,1.1559077618358622
NC_003047.1,DNABERT-2,24,100000,0.5802587126600285,5.220522880554199,4.924692153930664,1.0600709074550816
NC_003047.1,DNABERT-2,24,250000,0.662906738975818,5.536627769470215,4.944316387176514,1.119796415906941
NC_003047.1,DNABERT-2,24,1000000,0.7310966394025604,5.811476230621338,5.001619338989258,1.1619189379965367
NC_003047.1,DNABERT-2,48,0,0.809521692745377,8.081470489501953,6.981592655181885,1.1575396744901345
NC_003047.1,DNABERT-2,48,100000,0.7335304054054054,7.72575044631958,6.9779438972473145,1.1071671770487097
NC_003047.1,DNABERT-2,48,250000,0.7678142780938834,7.939633369445801,6.999151229858398,1.1343708842259763
NC_003047.1,DNABERT-2,48,1000000,0.7667696479374111,8.104283332824707,7.057729244232178,1.1482848168832502
NC_003047.1,NT-v2-50M,8,0,0.38085659672830724,2.53432035446167,2.7420544624328613,0.9242414361869088
NC_003047.1,NT-v2-50M,8,100000,0.2086593172119488,2.2524757385253906,2.789677381515503,0.8074323409044972
NC_003047.1,NT-v2-50M,8,250000,0.2816945234708393,2.3861114978790283,2.772590160369873,0.86060735985614
NC_003047.1,NT-v2-50M,8,1000000,0.4505467638691323,2.682776927947998,2.7920544147491455,0.9608612617920752
NC_003047.1,NT-v2-50M,16,0,0.3890024893314367,3.7916150093078613,3.9933862686157227,0.9494736432351675
NC_003047.1,NT-v2-50M,16,100000,0.2435655227596017,3.5146474838256836,4.018763065338135,0.8745595166183217
NC_003047.1,NT-v2-50M,16,250000,0.31336682076813654,3.6497879028320312,4.012398719787598,0.9096274218294134
NC_003047.1,NT-v2-50M,16,1000000,0.4836526493598862,3.9968795776367188,4.033224582672119,0.990988598752584
NC_003047.1,NT-v2-50M,24,0,0.46132645803698435,4.913266181945801,4.923242568969727,0.997973614567195
NC_003047.1,NT-v2-50M,24,100000,0.34077169274537694,4.685919284820557,4.970223426818848,0.9427985187820304
NC_003047.1,NT-v2-50M,24,250000,0.3849239864864865,4.799434661865234,4.96153450012207,0.967328688684348
NC_003047.1,NT-v2-50M,24,1000000,0.5721406027738265,5.182670593261719,4.969560623168945,1.0428830607477084
